"Medicare Part D Drug Spending and Utilization, Calendar Years 2015 - 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
By Manufacturer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"*Average spending per dosage unit reflects multiple routes of administration of the drug (e.g., intravenous, subcutaneous) which individually may have different unit pricing. Additional information regarding calculation of spending per unit can be found in the methodology document.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2015,,,,,,,,2016,,,,,,,,,2017,,,,,,,2018,,,,,,,,2019,,,,,,,,Yearly Change  ,
Prevalite,Cholestyramine/Aspartame,Upsher-Smith La,"$9,335,430.75","10,253,007","75,172","28,827",$1.61,$124.19,$323.84,0,"$9,921,366.95","9,948,284","79,339","30,279",$1.66,$125.05,$327.66,0,"$11,191,985.76","9,890,252","79,413","30,373",$1.88,$140.93,$368.48,0,"$10,828,681.22","$10,113,123.26","77,630","31,150",$1.75,$139.49,$347.63,0,"$11,687,982.58","11,600,871","86,758","35,674",$1.68,$134.72,$327.63,0,-3.93%,1.18%
Prevident,Fluoride (Sodium),Colgate Oral Ph,"$934,189.59","9,765,934","66,096","38,876",$0.12,$14.13,$24.03,0,"$965,496.51","10,032,550","68,039","40,386",$0.12,$14.19,$23.91,0,"$1,041,047.68","10,724,909","72,281","41,858",$0.13,$14.40,$24.87,0,"$1,237,599.88","$11,461,736.30","77,338","44,529",$0.14,$16.00,$27.79,0,"$1,222,922.83","11,043,614","73,218","41,749",$0.14,$16.70,$29.29,0,3.93%,3.69%
Prevident 5000,Fluoride (Sodium),Colgate Oral Ph,"$282,866.64","2,218,265","20,404","12,147",$0.13,$13.86,$23.29,0,"$295,082.91","2,304,628","21,152","12,697",$0.13,$13.95,$23.24,0,"$310,576.83","2,425,973","22,217","12,633",$0.13,$13.98,$24.58,0,"$360,464.81","$2,535,172.00","23,208","13,151",$0.14,$15.53,$27.41,0,"$348,298.45","2,348,969","21,509","11,864",$0.15,$16.19,$29.36,0,4.28%,3.84%
Prevident 5000 Enamel Protect,Sodium Fluoride/Potassium Nit,Colgate Oral Ph,"$70,256.76","552,728","5,102","3,095",$0.13,$13.77,$22.70,0,"$78,832.60","616,838","5,672","3,395",$0.13,$13.90,$23.22,0,"$96,100.02","743,492","6,790","3,815",$0.13,$14.15,$25.19,0,"$120,372.03","$838,946.60","7,664","4,206",$0.14,$15.71,$28.62,0,"$127,032.07","842,829","7,799","4,170",$0.15,$16.29,$30.46,0,5.05%,4.35%
Prevident 5000 Ortho Defense,Fluoride (Sodium),Colgate Oral Ph, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"$2,727.19","17,177",152,140,$0.16,$17.94,$19.48,0, , 
Prevident 5000 Plus,Fluoride (Sodium),Colgate Oral Ph,"$262,191.20","1,165,036","16,148","8,090",$0.23,$16.24,$32.41,0,"$246,338.14","1,048,657","14,869","7,524",$0.23,$16.57,$32.74,0,"$249,248.49","1,035,663","14,807","7,461",$0.24,$16.83,$33.41,0,"$250,455.02","$930,009.10","13,535","7,030",$0.27,$18.50,$35.63,0,"$243,176.74","856,470","12,718","6,691",$0.28,$19.12,$36.34,0,5.43%,5.98%
Prevident 5000 Sensitive,Sodium Fluoride/Potassium Nit,Colgate Oral Ph,"$281,247.27","2,206,437","20,488","11,740",$0.13,$13.73,$23.96,0,"$304,119.17","2,375,790","21,647","12,185",$0.13,$14.05,$24.96,0,"$340,537.46","2,646,781","24,163","12,956",$0.13,$14.09,$26.28,0,"$402,399.65","$2,811,428.40","25,549","13,620",$0.14,$15.75,$29.54,0,"$412,886.88","2,761,281","25,148","13,456",$0.15,$16.42,$30.68,0,4.47%,4.07%
Previfem,Norgestimate-Ethinyl Estradiol,Par Pharm., , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"$37,679.31","75,490","1,932",564,$0.50,$19.50,$66.81,0, , 
Previfem,Norgestimate-Ethinyl Estradiol,Qualitest/Par P,"$148,312.10","312,875","8,880","1,927",$0.47,$16.70,$76.97,0,"$129,041.29","273,271","7,725","1,595",$0.47,$16.70,$80.90,0,"$105,268.43","229,385","6,416","1,501",$0.46,$16.41,$70.13,0,"$99,396.66","$196,099.00","5,239","1,394",$0.51,$18.97,$71.30,0,"$8,514.09","17,061",501,210,$0.50,$16.99,$40.54,0,-1.55%,1.29%
Prevymis,Letermovir,Merck Sharp & D, , , , , , , , , , , , , , , , , , , , , , , , ,"$7,187,845.99","$36,658.00","1,193",376,$196.17,"$6,025.02","$19,116.61",0,"$16,265,009.82","78,852","2,602",795,$206.26,"$6,250.96","$20,459.13",0,5.14%,5.14%
Prezcobix,Darunavir/Cobicistat,Janssen Product,"$40,282,800.19","832,310","27,108","5,694",$48.40,"$1,486.01","$7,074.60",0,"$134,294,468.42","2,580,546","83,774","12,279",$52.04,"$1,603.06","$10,936.92",0,"$223,824,222.87","3,947,504","128,216","16,153",$56.70,"$1,745.68","$13,856.51",0,"$282,037,922.28","$4,614,763.00","149,231","18,357",$61.12,"$1,889.94","$15,364.05",0,"$270,065,909.22","4,113,132","131,382","16,628",$65.66,"$2,055.58","$16,241.64",0,7.43%,7.92%
Prezista,Darunavir Ethanolate,Janssen Product,"$412,709,302.14","13,110,870","320,971","38,311",$35.51,"$1,285.81","$10,772.61",0,"$379,268,672.07","11,245,098","276,101","33,128",$38.26,"$1,373.66","$11,448.58",0,"$350,751,191.26","9,528,953","235,305","27,212",$41.89,"$1,490.62","$12,889.58",0,"$323,743,517.32","$8,152,518.97","200,579","23,253",$45.29,"$1,614.04","$13,922.66",0,"$264,361,451.66","6,319,435","150,516","17,968",$48.18,"$1,756.37","$14,712.90",0,6.40%,7.93%
Prialt,Ziconotide Acetate,Jazz/Tersera,"$27,370.85",114,11, ,$469.34,"$2,488.26", ,1,"$65,046.23",242,23, ,$478.42,"$2,828.10", ,1,"$56,408.36",184,25, ,$566.53,"$2,256.33", ,1,"$93,235.60",$380.50,38, ,$490.00,"$2,453.57", ,1,"$98,272.88",567,42, ,$169.13,"$2,339.83", ,1,-65.48%,-22.52%
Priftin,Rifapentine,Sanofi-Aventis,"$70,917.40","18,227",568,294,$3.89,$124.85,$241.22,0,"$112,070.44","28,959",881,456,$3.87,$127.21,$245.77,0,"$136,083.82","35,194","1,010",546,$3.87,$134.74,$249.24,0,"$192,796.74","$49,698.00","1,374",783,$3.88,$140.32,$246.23,0,"$274,716.95","70,806","1,995","1,109",$3.88,$137.70,$247.72,0,0.01%,-0.07%
Prilosec,Omeprazole Magnesium,Astrazeneca,"$1,477,653.12","215,221","4,329","1,207",$6.87,$341.34,"$1,224.24",0,"$1,562,596.62","227,232","4,430","1,222",$6.88,$352.73,"$1,278.72",0,"$1,371,989.79","201,021","4,135","1,057",$6.83,$331.80,"$1,298.00",0,"$118,861.34","$17,297.00",352,213,$6.88,$337.67,$558.03,0,"$27,727.46","4,011",83,57,$6.91,$334.07,$486.45,0,0.57%,0.18%
Prilosec,Omeprazole Magnesium,Covis Pharma, , , , , , , , , , , , , , , , ,"$150,680.14","16,580",321,205,$9.09,$469.41,$735.03,0,"$2,027,228.64","$204,092.00","3,966","1,010",$9.93,$511.15,"$2,007.16",0,"$2,651,305.81","236,182","4,592","1,119",$11.23,$577.37,"$2,369.35",0,13.02%,11.15%
Primacare,Prenatal 118/Iron/Folate 6/DHA,Avion Pharmaceu, , , , , , , , , , , , , , , , ,"$11,500.99","1,894",48,28,$6.07,$239.60,$410.75,0,"$74,790.57","$11,191.00",178,66,$6.68,$420.17,"$1,133.19",0,"$34,266.31","4,488",81,31,$7.64,$423.04,"$1,105.36",0,14.24%,12.13%
Primaquine,Primaquine Phosphate,Bayshore Pharma,"$1,969.10","1,339",41,38,$1.47,$48.03,$51.82,0,"$8,969.07","6,248",166,123,$1.44,$54.03,$72.92,0,"$7,512.62","5,249",158,124,$1.43,$47.55,$60.59,0,"$9,620.68","$6,712.00",198,167,$1.43,$48.59,$57.61,0,"$3,432.88","2,504",83,73,$1.37,$41.36,$47.03,0,-4.35%,-1.74%
Primaquine,Primaquine Phosphate,Sanofi-Aventis,"$22,090.14","12,340",378,267,$1.79,$58.44,$82.73,0,"$12,248.29","7,220",221,171,$1.70,$55.42,$71.63,0,"$14,206.32","7,838",273,202,$1.81,$52.04,$70.33,0,"$15,093.70","$7,995.00",322,195,$1.89,$46.87,$77.40,0,"$15,555.68","8,559",356,222,$1.82,$43.70,$70.07,0,-3.73%,0.38%
Primaxin,Imipenem/Cilastatin Sodium,Merck Sharp & D,"$290,050.90","111,458",876,350,$2.61,$331.11,$828.72,1,"$98,451.86","58,022",296,129,$2.06,$332.61,$763.19,0,"$85,671.14","26,400",276,102,$3.82,$310.40,$839.91,0,"$69,803.33","$56,882.00",241,93,$1.23,$289.64,$750.57,0,"$17,076.43","6,479",39,24,$2.64,$437.86,$711.52,0,114.78%,0.26%
Primidone,Primidone,AHP,"$36,053.94","140,965","1,713",440,$0.26,$21.05,$81.94,0,"$35,184.64","124,098","1,608",299,$0.30,$21.88,$117.67,0,"$25,402.12","87,193","1,154",236,$0.30,$22.01,$107.64,0,"$6,691.05","$26,705.50",398,87,$0.26,$16.81,$76.91,0,"$7,452.98","28,055",380,74,$0.27,$19.61,$100.72,0,3.77%,0.46%
Primidone,Primidone,Actavis/Teva,"$1,108,598.82","4,647,331","48,309","11,373",$0.24,$22.95,$97.48,0,"$1,164,800.38","5,436,942","53,790","11,492",$0.21,$21.65,$101.36,0,"$1,444,627.39","5,880,683","55,295","12,935",$0.25,$26.13,$111.68,0,"$1,950,669.95","$7,179,297.50","63,967","16,224",$0.27,$30.49,$120.23,0,"$1,894,053.22","7,531,580","64,267","17,369",$0.25,$29.47,$109.05,0,-7.44%,1.33%
Primidone,Primidone,Amneal Pharmace,"$6,059,812.67","37,674,285","327,542","90,920",$0.16,$18.50,$66.65,0,"$7,240,957.62","46,047,868","417,202","92,625",$0.16,$17.36,$78.17,0,"$8,052,601.14","49,515,056","452,838","96,682",$0.17,$17.78,$83.29,0,"$19,026,298.44","$107,749,719.71","874,773","195,670",$0.18,$21.75,$97.24,0,"$24,538,673.08","130,099,686","1,006,452","214,606",$0.19,$24.38,$114.34,0,7.28%,4.47%
Primidone,Primidone,Avkare,$316.82,"1,267",18, ,$0.25,$17.60, ,1, , , , , , , , , , , , , , , , ,$587.61,"$2,789.00",28,12,$0.21,$20.99,$48.97,1,$319.46,"2,082",16,12,$0.15,$19.97,$26.62,1,-28.71%,-11.96%
Primidone,Primidone,Lannett Co. Inc,"$5,719,140.85","27,046,993","275,871","65,918",$0.21,$20.73,$86.76,0,"$2,561,458.58","10,464,361","115,118","27,690",$0.25,$22.25,$92.50,0,"$2,159,179.50","11,140,807","90,385","26,594",$0.21,$23.89,$81.19,0,"$2,048,981.11","$9,269,468.25","89,812","27,539",$0.23,$22.81,$74.40,0,"$2,395,921.25","10,841,474","125,812","24,994",$0.23,$19.04,$95.86,0,-1.31%,1.30%
Primidone,Primidone,Major Pharmaceu,"$57,606.58","341,393","3,524","1,701",$0.17,$16.35,$33.87,0,"$32,221.92","178,887","2,223",625,$0.18,$14.49,$51.56,0,"$44,973.09","234,044","2,600",967,$0.19,$17.30,$46.51,0,"$59,176.14","$322,395.75","3,877","1,472",$0.18,$15.26,$40.20,0,"$174,137.72","908,091","9,697","3,545",$0.19,$17.96,$49.12,0,4.47%,3.24%
Primidone,Primidone,Marlex Pharm.,$171.37,960,17, ,$0.17,$10.08, ,1,$349.35,"1,782",41,18,$0.18,$8.52,$19.41,1,$797.78,"4,540",47,16,$0.18,$16.97,$49.86,1,"$1,558.03","$7,923.00",83,38,$0.20,$18.77,$41.00,0,"$1,857.84","11,513",126,48,$0.16,$14.74,$38.71,0,-21.26%,-1.31%
Primidone,Primidone,Oceanside Pharm, , , , , , , , , , , , , , , , , , , , , , , , ,"$2,244.09","$8,512.00",107,66,$0.28,$20.97,$34.00,0,"$13,421.51","67,541",673,226,$0.21,$19.94,$59.39,0,-26.67%,-26.67%
Primidone,Primidone,Qualitest/Par P,"$8,652,426.21","47,703,249","450,970","115,043",$0.18,$19.19,$75.21,0,"$11,461,233.36","64,634,710","580,602","122,688",$0.18,$19.74,$93.42,0,"$12,565,835.29","67,488,541","598,556","126,618",$0.19,$20.99,$99.24,0,"$3,640,723.72","$18,099,616.53","185,993","72,725",$0.20,$19.57,$50.06,0,"$280,064.04","1,272,076","15,952","6,212",$0.22,$17.56,$45.08,0,9.48%,4.72%
Primidone,Primidone,West-Ward/Hikma,"$14,705.56","55,610",802,219,$0.28,$18.34,$67.15,0,"$3,549.23","17,261",226,72,$0.23,$15.70,$49.29,0,"$1,383.86","7,243",76,28,$0.19,$18.21,$49.42,0,$578.17,"$5,220.00",51,14,$0.11,$11.34,$41.30,0,$673.59,"5,730",42,12,$0.12,$16.04,$56.13,0,6.13%,-19.39%
Primlev,Oxycodone HCl/Acetaminophen,Akrimax Pharmac,"$91,889.63","7,006",79,29,$13.06,"$1,163.16","$3,168.61",1,"$127,596.85","7,440",90,43,$16.98,"$1,417.74","$2,967.37",0,"$472,662.27","25,070",233,77,$18.83,"$2,028.59","$6,138.47",0,"$812,793.44","$41,894.00",371,112,$19.44,"$2,190.82","$7,257.08",0,"$919,946.96","48,527",403,59,$18.96,"$2,282.75","$15,592.32",0,-2.48%,9.76%
Prinivil,Lisinopril,Merck Sharp & D,"$914,692.04","675,365","8,429","1,881",$1.35,$108.52,$486.28,0,"$748,393.58","506,023","6,193","1,497",$1.48,$120.85,$499.93,0,"$649,055.90","392,582","4,655","1,058",$1.65,$139.43,$613.47,0,"$623,040.47","$378,333.00","4,377",983,$1.65,$142.34,$633.82,0,"$516,547.99","334,476","3,747",923,$1.54,$137.86,$559.64,0,-6.43%,3.30%
Pristiq,Desvenlafaxine Succinate,Wyeth/Pfizer,"$171,123,435.80","21,008,919","557,127","84,772",$8.15,$307.15,"$2,018.63",0,"$196,707,302.83","20,787,401","542,908","84,007",$9.46,$362.32,"$2,341.56",0,"$75,442,459.76","7,052,019","186,189","58,577",$10.70,$405.19,"$1,287.92",0,"$24,247,764.90","$1,930,151.00","47,830","9,946",$12.56,$506.96,"$2,437.94",0,"$13,419,953.33","1,018,041","22,149","4,498",$13.18,$605.89,"$2,983.54",0,4.94%,12.79%
Privigen,Immun Glob G(IgG)/Pro/IgA 0-50,CSL Behring LLC,"$47,812,938.53","3,642,783","5,651",618,$13.13,"$8,460.97","$77,367.21",0,"$70,663,637.64","5,273,471","7,444",881,$13.40,"$9,492.70","$80,208.44",0,"$136,989,280.08","10,126,238","13,213","1,760",$13.53,"$10,367.77","$77,834.82",0,"$179,758,477.73","$13,574,015.96","17,933","2,040",$13.24,"$10,023.89","$88,116.90",0,"$232,635,547.05","17,216,985","23,273","2,600",$13.51,"$9,995.94","$89,475.21",0,2.03%,0.73%
Pro Comfort Alcohol Pads,Alcohol Antiseptic Pads,Home Aide Diagn, , , , , , , , ,"$1,020.00","7,780",62,58,$0.13,$16.45,$17.59,0,"$1,843,769.28","5,102,329","42,634","15,255",$0.36,$43.25,$120.86,0,"$5,661,010.92","$12,567,464.91","100,748","29,136",$0.45,$56.19,$194.30,0,"$6,998,559.38","15,068,225","113,998","30,424",$0.46,$61.39,$230.03,0,3.11%,52.44%
Pro Comfort Insulin Syringe,"Syringe And Needle,Insulin,1ml",Home Aide Diagn, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"$24,969.97","37,900",145,45,$0.66,$172.21,$554.89,0, , 
Pro Comfort Pen Needle,"Pen Needle, Diabetic",Home Aide Diagn, , , , , , , , , , , , , , , , ,"$412,590.17","595,382","5,370","2,167",$0.69,$76.83,$190.40,0,"$1,424,398.77","$1,938,239.00","17,289","5,598",$0.74,$82.39,$254.45,0,"$1,628,562.38","2,030,069","16,253","5,358",$0.80,$100.20,$303.95,0,9.18%,7.61%
Proair HFA,Albuterol Sulfate,Teva Specialty,"$561,498,365.70","95,472,268","9,225,046","3,473,516",$5.88,$60.87,$161.65,0,"$408,282,012.44","65,678,250","6,287,235","2,642,841",$6.22,$64.94,$154.49,0,"$395,806,829.94","59,370,405","5,593,094","2,311,758",$6.67,$70.77,$171.21,0,"$377,179,823.13","$52,302,682.29","4,872,609","2,075,847",$7.21,$77.41,$181.70,0,"$327,739,601.06","41,838,393","3,850,011","1,617,490",$7.83,$85.13,$202.62,0,8.62%,7.43%
Proair Respiclick,Albuterol Sulfate,Teva Specialty,"$2,072,847.04","43,625","36,325","28,089",$47.52,$57.06,$73.80,0,"$9,110,801.80","188,386","162,270","95,445",$48.36,$56.15,$95.46,0,"$10,681,909.92","202,180","173,154","97,497",$52.83,$61.69,$109.56,0,"$9,933,978.91","$176,208.10","144,172","79,453",$56.38,$68.90,$125.03,0,"$11,287,960.77","183,029","147,714","81,672",$61.67,$76.42,$138.21,0,9.39%,6.74%
Probenecid,Probenecid,AHP, , , , , , , , ,$559.45,"1,079",21,17,$0.52,$26.64,$32.91,1,"$2,153.59","3,500",69,46,$0.62,$31.21,$46.82,0,"$5,928.41","$7,727.00",154,96,$0.77,$38.50,$61.75,0,$291.06,390,12, ,$0.75,$24.26, ,1,-2.73%,12.91%
Probenecid,Probenecid,Actavis/Teva,"$2,885,541.38","5,379,984","64,388","15,659",$0.54,$44.81,$184.27,0,"$2,682,410.35","5,135,365","60,919","14,999",$0.52,$44.03,$178.84,0,"$3,058,550.07","5,170,120","58,757","15,454",$0.59,$52.05,$197.91,0,"$2,999,600.51","$4,982,878.00","53,821","16,991",$0.60,$55.73,$176.54,0,"$3,345,727.08","5,262,329","51,703","15,658",$0.64,$64.71,$213.68,0,5.62%,4.34%
Probenecid,Probenecid,Lannett Co. Inc,"$180,119.28","338,969","4,862","1,576",$0.53,$37.05,$114.29,0,"$479,755.07","877,671","8,946","2,428",$0.55,$53.63,$197.59,0,"$527,888.68","824,286","7,372","2,714",$0.64,$71.61,$194.51,0,"$961,041.05","$1,175,168.00","10,819","5,563",$0.82,$88.83,$172.76,0,"$1,818,442.60","2,022,522","22,604","8,000",$0.90,$80.45,$227.31,0,9.94%,14.05%
Probenecid,Probenecid,Marlex Pharm.,"$1,445.76","2,355",24,11,$0.61,$60.24,$131.43,1,"$1,137.20","2,606",31,16,$0.44,$36.68,$71.08,0, , , , , , , , ,"$1,031.36","$1,170.00",20, ,$0.88,$51.57, ,1,"$3,988.75","5,203",65,43,$0.77,$61.37,$92.76,0,-13.03%,5.71%
Probenecid,Probenecid,Mylan,"$1,778,509.59","3,208,024","35,346","9,917",$0.55,$50.32,$179.34,0,"$1,441,826.13","2,628,713","28,888","7,824",$0.55,$49.91,$184.28,0,"$1,254,036.32","2,182,075","24,907","7,321",$0.57,$50.35,$171.29,0,"$880,796.33","$1,491,628.50","17,358","7,152",$0.59,$50.74,$123.15,0,"$81,968.29","122,337","1,825",867,$0.67,$44.91,$94.54,0,13.47%,4.85%
Probenecid-Colchicine,Probenecid/Colchicine,Actavis/Teva,"$1,545,817.60","2,151,783","34,122","10,201",$0.72,$45.30,$151.54,0,"$1,254,229.92","1,925,393","31,676","9,434",$0.65,$39.60,$132.95,0,"$1,320,060.23","1,886,361","30,754","9,374",$0.70,$42.92,$140.82,0,"$753,340.73","$1,092,162.00","17,267","7,325",$0.69,$43.63,$102.85,0,"$707,720.04","1,035,700","15,143","5,965",$0.68,$46.74,$118.65,0,-0.93%,-1.24%
Probenecid-Colchicine,Probenecid/Colchicine,Ingenus Pharmac, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"$256,175.79","315,961","3,447","2,518",$0.81,$74.32,$101.74,0, , 
Probenecid-Colchicine,Probenecid/Colchicine,Rising Pharm,"$1,350,784.06","1,874,901","28,023","8,196",$0.72,$48.20,$164.81,0,"$1,366,372.50","2,038,294","28,883","8,397",$0.67,$47.31,$162.72,0,"$1,459,901.06","2,076,695","28,388","8,476",$0.70,$51.43,$172.24,0,"$1,832,381.59","$2,666,746.00","36,566","12,328",$0.69,$50.11,$148.64,0,"$1,548,432.91","2,273,857","30,608","11,274",$0.68,$50.59,$137.35,0,-0.90%,-1.40%
Procalamine,Amino Ac 3%/Electrolyte/Glycer,B.Braun,"$2,944.85","104,007",26, ,$0.03,$113.26, ,1,"$1,330.72","47,920",12, ,$0.03,$110.89, ,1, , , , , , , , ,"$2,005.76","$67,000.00",20, ,$0.03,$100.29, ,1,"$2,019.77","70,000",13, ,$0.03,$155.37, ,1,-3.62%,0.47%
Procardia,Nifedipine,Pfizer US Pharm,"$44,765.87","26,430",176,37,$1.69,$254.35,"$1,209.89",0,"$39,373.33","20,087",131,34,$1.96,$300.56,"$1,158.04",0,"$48,946.46","21,010",144,33,$2.33,$339.91,"$1,483.23",0,"$53,376.89","$20,151.00",112,27,$2.65,$476.58,"$1,976.92",0,"$48,341.88","18,724",101,28,$2.58,$478.63,"$1,726.50",0,-2.53%,11.11%
Procardia XL,Nifedipine,Pfizer US Pharm,"$2,309,589.54","405,382","7,226","1,413",$5.75,$319.62,"$1,634.53",0,"$2,553,149.30","399,594","6,792","1,423",$6.48,$375.91,"$1,794.20",0,"$3,148,967.62","408,170","6,461","1,321",$7.83,$487.38,"$2,383.78",0,"$3,469,763.55","$394,999.00","5,902","1,267",$8.88,$587.90,"$2,738.57",0,"$3,278,953.36","369,114","5,555","1,225",$8.95,$590.27,"$2,676.70",0,0.72%,11.68%
Prochlorperazine,Prochlorperazine,Cosette Pharmac,"$2,613,269.10","355,256","22,411","16,860",$7.36,$116.61,$155.00,0,"$2,179,213.65","313,150","19,332","14,356",$6.96,$112.73,$151.80,0,"$1,734,442.60","268,205","16,438","12,034",$6.47,$105.51,$144.13,0,"$1,310,559.64","$197,379.00","12,239","8,971",$6.64,$107.08,$146.09,0,"$1,090,546.20","146,809","8,995","6,564",$7.43,$121.24,$166.14,0,11.88%,0.24%
Prochlorperazine Edisylate,Prochlorperazine Edisylate,Athenex Pharmac, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"$10,846.15","1,470",32,19,$7.53,$338.94,$570.85,1, , 
Prochlorperazine Edisylate,Prochlorperazine Edisylate,Heritage Pharma,"$172,394.40","20,286","1,061",745,$8.50,$162.48,$231.40,0,"$188,738.68","22,841","1,095",686,$8.26,$172.36,$275.13,0,"$231,256.45","28,444","1,100",551,$8.13,$210.23,$419.70,0,"$198,353.01","$25,417.00",877,422,$7.80,$226.17,$470.03,0,"$182,242.74","22,170",736,294,$8.22,$247.61,$619.87,0,5.33%,-0.83%
Prochlorperazine Edisylate,Prochlorperazine Edisylate,Mylan Instituti, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"$6,247.78",737,40,30,$8.48,$156.19,$208.26,0, , 
Prochlorperazine Edisylate,Prochlorperazine Edisylate,Nexus Pharmaceu, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"$5,339.52",702,30,16,$7.61,$177.98,$333.72,0, , 
Prochlorperazine Edisylate,Prochlorperazine Edisylate,West-Ward/Hikma, , , , , , , , , , , , , , , , ,"$29,821.84","3,815",121,55,$7.82,$246.46,$542.22,0,"$16,720.00","$2,032.00",116,82,$8.23,$144.14,$203.90,0,"$12,413.78","1,574",114,70,$7.89,$108.89,$177.34,0,-4.15%,0.45%
Prochlorperazine Maleate,Prochlorperazine Maleate,Jubilant Cadist,"$2,234,862.57","13,085,203","284,680","169,874",$0.17,$7.85,$13.16,0,"$3,245,224.76","17,131,921","376,128","219,718",$0.19,$8.63,$14.77,0,"$3,209,476.62","17,228,450","379,513","221,914",$0.19,$8.46,$14.46,0,"$3,624,854.08","$18,582,812.50","394,880","234,600",$0.20,$9.18,$15.45,0,"$8,120,467.35","27,938,677","571,080","327,449",$0.29,$14.22,$24.80,0,49.32%,14.30%
Prochlorperazine Maleate,Prochlorperazine Maleate,Mylan,"$1,108,277.27","5,670,062","132,958","83,689",$0.20,$8.34,$13.24,0,"$1,627,189.67","8,115,050","183,158","109,954",$0.20,$8.88,$14.80,0,"$1,606,309.16","8,677,491","178,185","107,323",$0.19,$9.01,$14.97,0,"$1,905,891.44","$9,497,309.59","180,642","109,429",$0.20,$10.55,$17.42,0,"$354,834.99","1,322,156","29,560","21,782",$0.27,$12.00,$16.29,0,33.79%,8.27%
Prochlorperazine Maleate,Prochlorperazine Maleate,Mylan Instituti,"$19,454.45","99,973","2,500","1,952",$0.20,$7.78,$9.97,0,"$10,628.28","47,698","1,291",882,$0.23,$8.23,$12.05,0,"$8,777.10","39,411",988,667,$0.23,$8.88,$13.16,0,"$8,345.92","$36,665.00",785,582,$0.23,$10.63,$14.34,0,"$14,276.03","56,566","1,017",810,$0.26,$14.04,$17.62,0,13.64%,7.08%
Prochlorperazine Maleate,Prochlorperazine Maleate,Pd-Rx Pharm,$250.71,990,11, ,$0.25,$22.79, ,1,$232.18,"1,080",12, ,$0.21,$19.35, ,1,$238.78,"1,382",17, ,$0.17,$14.05, ,1,$166.14,"$1,110.00",13, ,$0.15,$12.78, ,1,$287.39,990,11, ,$0.29,$26.13, ,1,93.95%,3.47%
Prochlorperazine Maleate,Prochlorperazine Maleate,Sandoz,"$501,107.15","2,800,997","63,722","40,879",$0.18,$7.86,$12.26,0,"$104,607.97","561,740","13,302","8,407",$0.19,$7.86,$12.44,0,"$46,379.07","247,048","5,505","3,295",$0.19,$8.42,$14.08,0,"$22,328.13","$117,296.00","2,422","1,355",$0.19,$9.22,$16.48,0,"$2,485.93","10,470",248,208,$0.24,$10.02,$11.95,0,24.43%,7.29%
Prochlorperazine Maleate,Prochlorperazine Maleate,Teva USA,"$1,086,606.86","6,255,472","141,585","88,210",$0.17,$7.67,$12.32,0,"$290,481.58","1,559,356","37,566","27,042",$0.19,$7.73,$10.74,0,"$267,263.26","1,503,476","32,712","22,708",$0.18,$8.17,$11.77,0,"$212,073.02","$1,182,283.50","26,373","17,689",$0.18,$8.04,$11.99,0,"$27,254.16","106,150","2,494","1,855",$0.26,$10.93,$14.69,0,43.48%,10.34%
Procrit,Epoetin Alfa,Janssen Product,"$175,615,244.51","420,775","144,750","31,260",$432.44,"$1,213.23","$5,617.89",0,"$179,537,193.20","407,497","143,580","30,295",$456.93,"$1,250.43","$5,926.30",0,"$182,537,222.41","392,190","139,713","29,635",$480.85,"$1,306.52","$6,159.51",0,"$191,183,652.46","$382,402.75","133,847","29,320",$514.79,"$1,428.37","$6,520.59",0,"$174,469,272.73","337,351","116,895","26,268",$533.31,"$1,492.53","$6,641.89",0,3.60%,5.38%
Procto-Med HC,Hydrocortisone,Leading Pharma, , , , , , , , ,"$2,445,765.62","1,334,261","36,998","25,363",$1.83,$66.11,$96.43,0,"$6,003,935.31","3,671,685","104,171","66,943",$1.64,$57.64,$89.69,0,"$6,708,481.84","$4,601,622.97","132,171","84,231",$1.46,$50.76,$79.64,0,"$2,001,422.89","1,987,079","54,842","29,685",$1.01,$36.49,$67.42,0,-30.91%,-18.09%
Procto-Pak,Hydrocortisone,Rising Pharm,"$248,345.07","228,535","7,323","4,800",$1.09,$33.91,$51.74,0,"$305,515.50","285,584","9,125","5,555",$1.07,$33.48,$55.00,0,"$247,850.08","250,478","7,620","4,740",$0.99,$32.53,$52.29,0,"$71,264.70","$69,900.82","2,098","1,510",$1.02,$33.97,$47.20,0,"$4,182.20","3,777",122,78,$1.11,$34.28,$53.62,0,8.62%,0.47%
